hit_rate,miss_rate,outage_probability,noma_success_rate,sic_success_rate,cic_opportunity_rate,cic_benefit_rate,avg_throughput,spectral_efficiency,energy_per_bit,total_requests,cache_hits,noma_transmissions,outages,cic_events,cache_capacity,cache_current_size,cache_utilization,cache_total_requests,cache_total_hits,cache_total_misses,cache_hit_rate,cache_miss_rate,cache_evictions,cache_cic_opportunities,cache_cic_rate,cache_noma_paired_hits,cache_noma_awareness_enabled,policy,run,seed
0.6,0.4,0.275,1.0,1.0,1.0,0.725,6.441205779111771,32.20602889555885,0.03105008702696339,200,120,40,22,58,200,200,1.0,2295,1600,695,0.6971677559912854,0.30283224400871456,495,690,0.3006535947712418,690,True,lru,7,2032
0.6,0.4,0.275,1.0,0.975,1.0,0.725,6.510794668812671,32.55397334406335,0.030718216465651902,200,120,40,22,58,200,200,1.0,2575,1800,775,0.6990291262135923,0.30097087378640774,575,770,0.29902912621359223,770,True,lru,8,2033
0.64,0.36,0.2361111111111111,1.0,1.0,1.0,0.7638888888888888,6.7438334267349065,37.46574125963837,0.0266910507140371,200,128,36,17,55,200,200,1.0,2847,2000,847,0.7024938531787847,0.29750614682121534,647,842,0.29574991218826835,842,True,lru,9,2034
0.625,0.375,0.2894736842105263,1.0,1.0,0.9736842105263158,0.6842105263157895,6.828832378206375,35.94122304319145,0.027823204535868895,200,125,38,22,52,200,200,1.0,3122,2200,922,0.7046764894298526,0.2953235105701474,722,916,0.293401665598975,916,True,lru,10,2035
0.635,0.365,0.21621621621621623,0.972972972972973,1.0,0.972972972972973,0.7702702702702703,6.894775708871448,37.26905788579161,0.026831909812811184,200,127,37,16,57,200,200,1.0,3395,2400,995,0.7069219440353461,0.29307805596465386,795,988,0.29101620029455083,988,True,lru,11,2036
0.655,0.345,0.2,1.0,1.0,0.9714285714285714,0.7714285714285715,7.002817607358387,40.016100613476496,0.024989941165412383,200,131,35,14,54,200,200,1.0,3664,2600,1064,0.7096069868995634,0.29039301310043664,864,1056,0.28820960698689957,1056,True,lru,12,2037
0.59,0.41,0.34146341463414637,1.0,0.975609756097561,1.0,0.6585365853658537,6.302428663859703,30.74355445785221,0.03252714325439979,200,118,41,28,54,200,200,1.0,3946,2800,1146,0.7095793208312214,0.29042067916877856,946,1138,0.2883933096806893,1138,True,lru,13,2038
0.57,0.43,0.23255813953488372,1.0,1.0,1.0,0.7674418604651163,6.249707977757458,29.0684091988719,0.034401607365524785,200,114,43,20,66,200,200,1.0,4232,3000,1232,0.7088846880907372,0.29111531190926276,1032,1224,0.2892249527410208,1224,True,lru,14,2039
0.63,0.37,0.1891891891891892,1.0,1.0,1.0,0.8108108108108109,6.670740417914033,36.05805631304882,0.027733053365888615,200,126,37,14,60,200,200,1.0,4506,3200,1306,0.7101642254771416,0.28983577452285836,1106,1298,0.28806036395916557,1298,True,lru,15,2040
0.585,0.415,0.5595238095238095,0.8571428571428571,0.5609756097560976,0.9761904761904762,0.42857142857142855,6.2171069289964604,29.605271090459333,0.033777768727213664,200,117,42,47,36,200,200,1.0,4789,3400,1389,0.7099603257465024,0.29003967425349764,1189,1380,0.2881603675088745,1380,True,lru,16,2041
0.605,0.395,0.275,1.0,1.0,0.975,0.7,6.538233541936932,32.691167709684656,0.030589301944811017,200,121,40,22,56,200,200,1.0,5068,3600,1468,0.7103393843725335,0.2896606156274665,1268,1458,0.2876874506708761,1458,True,lru,17,2042
0.605,0.395,0.175,1.0,1.0,0.975,0.8,6.549536708643898,32.74768354321949,0.03053651103841368,200,121,40,14,64,200,200,1.0,5347,3800,1547,0.7106788853562745,0.28932111464372545,1347,1536,0.28726388629137833,1536,True,lru,18,2043
0.705,0.295,0.25,1.0,1.0,0.9666666666666667,0.7166666666666667,7.442582112771655,49.61721408514437,0.020154295609664325,200,141,30,15,43,200,200,1.0,5606,4000,1606,0.7135212272565109,0.2864787727434891,1406,1594,0.2843382090617196,1594,True,lru,19,2044
0.575,0.425,0.26744186046511625,0.9767441860465116,1.0,0.9767441860465116,0.7209302325581395,6.296013621094337,29.283784284159708,0.03414859194072549,200,115,43,23,62,200,200,1.0,5891,4200,1691,0.7129519606178917,0.2870480393821083,1491,1678,0.2848412833135291,1678,True,lru,20,2045
0.59,0.41,0.17073170731707318,1.0,1.0,1.0,0.8292682926829268,6.445928264697008,31.44355251071711,0.03180302224626697,200,118,41,14,68,200,200,1.0,6173,4400,1773,0.7127814676818403,0.28721853231815975,1573,1760,0.2851125870727361,1760,True,lru,21,2046
0.57,0.43,0.3488372093023256,1.0,0.9767441860465116,1.0,0.6511627906976745,6.161632598224422,28.658756270811267,0.03489334954212555,200,114,43,30,56,200,200,1.0,6459,4600,1859,0.712184548691748,0.28781545130825203,1659,1846,0.285802755844558,1846,True,lru,22,2047
0.59,0.41,0.3170731707317073,1.0,1.0,1.0,0.6829268292682927,6.329958902745177,30.877848306074036,0.03238567629737621,200,118,41,26,56,200,200,1.0,6741,4800,1941,0.7120605251446372,0.28793947485536275,1741,1928,0.28601097759976263,1928,True,lru,23,2048
0.69,0.31,0.3548387096774194,1.0,0.9354838709677419,1.0,0.6451612903225806,7.1976808328495245,46.43665053451306,0.02153471425026168,200,138,31,22,40,200,200,1.0,7003,5000,2003,0.7139797229758675,0.28602027702413246,1803,1990,0.28416392974439525,1990,True,lru,24,2049
0.555,0.445,0.2777777777777778,1.0,1.0,0.9777777777777777,0.7,6.134603444191058,27.264904196404704,0.036677187375991786,200,111,45,25,63,200,200,1.0,7292,5200,2092,0.7131102578167855,0.2868897421832145,1892,2078,0.2849698299506308,2078,True,lru,25,2050
0.56,0.44,0.2727272727272727,1.0,0.9545454545454546,1.0,0.7272727272727273,6.143311188223055,27.924141764650248,0.035811306518502235,200,112,44,24,64,200,200,1.0,7580,5400,2180,0.712401055408971,0.28759894459102897,1980,2166,0.2857519788918206,2166,True,lru,26,2051
0.59,0.41,0.24390243902439024,1.0,1.0,1.0,0.7560975609756098,6.472942979671996,31.575331608156077,0.031670292885908904,200,118,41,20,62,200,200,1.0,7862,5600,2262,0.7122869498855253,0.2877130501144747,2062,2248,0.2859323327397609,2248,True,lru,27,2052
0.58,0.42,0.2976190476190476,1.0,0.9761904761904762,1.0,0.7023809523809523,6.262369846925036,29.820808794881124,0.03353363105871409,200,116,42,25,59,200,200,1.0,8146,5800,2346,0.7120058924625583,0.2879941075374417,2146,2332,0.286275472624601,2332,True,lru,28,2053
0.605,0.395,0.3125,1.0,1.0,0.975,0.6625,6.6181583263642825,33.09079163182141,0.0302198874879246,200,121,40,25,53,200,200,1.0,8425,6000,2425,0.712166172106825,0.287833827893175,2225,2410,0.286053412462908,2410,True,lru,29,2054
0.635,0.365,0.25675675675675674,0.972972972972973,1.0,0.972972972972973,0.7297297297297297,6.796888761526457,36.73993925149436,0.027218335696059325,200,127,37,19,54,200,200,1.0,8698,6200,2498,0.7128075419636698,0.2871924580363302,2298,2482,0.2853529547022304,2482,True,lru,30,2055
0.605,0.395,0.25,1.0,0.9487179487179487,0.975,0.725,6.4689173619378595,32.3445868096893,0.030917074497932226,200,121,40,20,58,200,200,1.0,8977,6400,2577,0.7129330511306673,0.2870669488693327,2377,2560,0.2851732204522669,2560,True,lru,31,2056
0.615,0.385,0.5,0.9743589743589743,0.7631578947368421,0.9743589743589743,0.47435897435897434,6.70576701937593,34.38854881731246,0.029079447501912704,200,123,39,39,37,200,200,1.0,9254,6600,2654,0.7132051004970823,0.2867948995029177,2454,2636,0.2848497946833802,2636,True,lru,32,2057
0.59,0.41,0.23170731707317074,1.0,1.0,1.0,0.7682926829268293,6.349878668862594,30.975017896890705,0.03228408142745192,200,118,41,19,63,200,200,1.0,9536,6800,2736,0.7130872483221476,0.28691275167785235,2536,2718,0.2850251677852349,2718,True,lru,33,2058
0.62,0.38,0.25,1.0,1.0,1.0,0.75,6.829499126372062,35.94473224406349,0.027820488220917452,200,124,38,19,57,200,200,1.0,9812,7000,2812,0.7134121483897269,0.2865878516102731,2612,2794,0.28475336322869954,2794,True,lru,34,2059
0.58,0.42,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,6.31176264954323,30.056012616872522,0.03327121307630244,200,116,42,28,56,200,200,1.0,10096,7200,2896,0.7131537242472267,0.2868462757527733,2696,2878,0.2850633914421553,2878,True,lru,35,2060
0.66,0.34,0.25,1.0,1.0,1.0,0.75,7.178000734953196,42.2235337350188,0.023683474866781063,200,132,34,17,51,200,200,1.0,10364,7400,2964,0.7140100347356233,0.2859899652643767,2764,2946,0.28425318409880357,2946,True,lru,36,2061
0.61,0.39,0.2692307692307692,1.0,0.9487179487179487,1.0,0.7307692307692307,6.558901581535923,33.63539272582525,0.02973058790041123,200,122,39,21,57,200,200,1.0,10642,7600,3042,0.7141514752866003,0.2858485247133997,2842,3024,0.28415711332456306,3024,True,lru,37,2062
0.625,0.375,0.2631578947368421,0.9736842105263158,1.0,0.9736842105263158,0.7236842105263158,6.774746606524605,35.65656108697161,0.028045329373207153,200,125,38,20,55,200,200,1.0,10917,7800,3117,0.7144820005496015,0.28551799945039846,2917,3098,0.2837775945772648,3098,True,lru,38,2063
0.625,0.375,0.5394736842105263,0.8947368421052632,0.5945945945945946,0.9736842105263158,0.4342105263157895,6.636912897944244,34.93112051549602,0.028627767596415454,200,125,38,41,33,200,200,1.0,11192,8000,3192,0.7147962830593281,0.2852037169406719,2992,3172,0.2834167262330236,3172,True,lru,39,2064
0.595,0.405,0.5121951219512195,0.9512195121951219,0.75,0.975609756097561,0.4634146341463415,6.3858645763190625,31.150558908873474,0.03210215273906827,200,119,41,42,38,200,200,1.0,11473,8200,3273,0.7147215200906476,0.2852784799093524,3073,3252,0.2834480955286324,3252,True,lru,40,2065
0.57,0.43,0.22093023255813954,1.0,1.0,1.0,0.7790697674418605,6.270214821641219,29.163789868098696,0.03428909632536706,200,114,43,19,67,200,200,1.0,11759,8400,3359,0.7143464580321456,0.2856535419678544,3159,3338,0.28386767582277406,3338,True,lru,41,2066
0.66,0.34,0.11764705882352941,1.0,0.9705882352941176,1.0,0.8823529411764706,6.910651745167846,40.65089261863439,0.024599705826425063,200,132,34,8,60,200,200,1.0,12027,8600,3427,0.7150577866467116,0.2849422133532884,3227,3406,0.2831961420138023,3406,True,lru,42,2067
0.59,0.41,0.2926829268292683,1.0,1.0,1.0,0.7073170731707317,6.4197959311155115,31.31607771275859,0.0319324791939888,200,118,41,24,58,200,200,1.0,12309,8800,3509,0.7149240393208222,0.28507596067917784,3309,3488,0.28336989194898043,3488,True,lru,43,2068
0.57,0.43,0.26744186046511625,1.0,0.9534883720930233,1.0,0.7325581395348837,6.282505369673182,29.220955207782243,0.034222016114438175,200,114,43,23,63,200,200,1.0,12595,9000,3595,0.7145692735212386,0.28543072647876144,3395,3574,0.2837633981738785,3574,True,lru,44,2069
0.595,0.405,0.3048780487804878,0.975609756097561,0.875,0.975609756097561,0.6829268292682927,6.362408032162383,31.036136742255525,0.03222050502949697,200,119,41,25,56,200,200,1.0,12876,9200,3676,0.7145076110593352,0.28549238894066475,3476,3654,0.28378378378378377,3654,True,lru,45,2070
0.59,0.41,0.1951219512195122,1.0,1.0,1.0,0.8048780487804879,6.433910182490308,31.38492771946492,0.03186242800807218,200,118,41,16,66,200,200,1.0,13158,9400,3758,0.7143942848457212,0.2856057151542788,3558,3736,0.28393372853017174,3736,True,lru,46,2071
0.585,0.415,0.2976190476190476,1.0,1.0,0.9761904761904762,0.6785714285714286,6.347873043943089,30.22796687591947,0.033081947062626654,200,117,42,25,57,200,200,1.0,13441,9600,3841,0.7142325719812513,0.28576742801874866,3641,3818,0.2840562458150435,3818,True,lru,47,2072
0.6,0.4,0.3875,1.0,0.975,1.0,0.6125,6.4335254336244,32.167627168121996,0.03108715463448906,200,120,40,31,49,200,200,1.0,13721,9800,3921,0.714233656439035,0.285766343560965,3721,3898,0.2840900808978937,3898,True,lru,48,2073
0.575,0.425,0.3023255813953488,1.0,0.9761904761904762,0.9767441860465116,0.6744186046511628,6.2988881336233895,29.29715410987623,0.03413300814985625,200,115,43,26,58,200,200,1.0,14006,10000,4006,0.7139797229758675,0.28602027702413246,3806,3982,0.28430672568899046,3982,True,lru,49,2074
0.615,0.385,0.1794871794871795,1.0,1.0,0.9743589743589743,0.7948717948717948,6.583671612883371,33.76241852760703,0.029618731228697813,200,123,39,14,62,200,200,1.0,14283,10200,4083,0.7141356857802983,0.2858643142197017,3883,4058,0.28411398165651475,4058,True,lru,50,2075
0.64,0.36,0.3194444444444444,1.0,0.9166666666666666,1.0,0.6805555555555556,6.783291464208348,37.68495257893527,0.026535790323880343,200,128,36,23,49,200,200,1.0,14555,10400,4155,0.7145310889728615,0.28546891102713845,3955,4130,0.28375128821710754,4130,True,lru,51,2076
0.63,0.37,0.32432432432432434,1.0,0.918918918918919,1.0,0.6756756756756757,6.69331659406777,36.180089697663625,0.027639511354350686,200,126,37,24,50,200,200,1.0,14829,10600,4229,0.7148155640973768,0.2851844359026232,4029,4204,0.28349855013824266,4204,True,lru,52,2077
0.545,0.455,0.20652173913043478,1.0,1.0,0.9782608695652174,0.7717391304347826,6.013704732370141,26.146542314652788,0.03824597485838844,200,109,46,19,71,200,200,1.0,15120,10800,4320,0.7142857142857143,0.2857142857142857,4120,4294,0.283994708994709,4294,True,lru,53,2078
0.565,0.435,0.3409090909090909,1.0,1.0,0.9772727272727273,0.6363636363636364,6.140460485103091,27.91118402319587,0.03582793188454277,200,113,44,30,56,200,200,1.0,15407,11000,4407,0.7139611864736808,0.2860388135263192,4207,4380,0.28428636334133833,4380,True,lru,54,2079
0.59,0.41,0.2804878048780488,1.0,0.975609756097561,1.0,0.7195121951219512,6.388244369888526,31.16216765799281,0.032090193820117935,200,118,41,23,59,200,200,1.0,15689,11200,4489,0.7138759640512461,0.2861240359487539,4289,4462,0.28440308496398753,4462,True,lru,55,2080
0.665,0.335,0.20588235294117646,0.9705882352941176,0.9393939393939394,0.9705882352941176,0.7794117647058824,7.048123244903661,41.4595484994333,0.024119896047919306,200,133,34,14,53,200,200,1.0,15956,11400,4556,0.7144647781398847,0.28553522186011526,4356,4528,0.28378039608924543,4528,True,lru,56,2081
0.635,0.365,0.20270270270270271,1.0,1.0,0.972972972972973,0.7702702702702703,6.877239209337152,37.17426599641704,0.0269003293863659,200,127,37,15,57,200,200,1.0,16229,11600,4629,0.7147698564298478,0.2852301435701522,4429,4600,0.2834432189290776,4600,True,lru,57,2082
0.6,0.4,0.575,0.85,0.7,1.0,0.425,6.515399121076402,32.57699560538201,0.0306965078091729,200,120,40,46,34,200,200,1.0,16509,11800,4709,0.7147616451632443,0.28523835483675575,4509,4680,0.28348173723423586,4680,True,lru,58,2083
0.615,0.385,0.5128205128205128,0.9487179487179487,0.7105263157894737,0.9743589743589743,0.47435897435897434,6.481879575344721,33.24040807869088,0.030083866528734366,200,123,39,40,37,200,200,1.0,16786,12000,4786,0.7148814488264029,0.2851185511735971,4586,4756,0.28333134755153105,4756,True,lru,59,2084
0.565,0.435,0.2840909090909091,0.9772727272727273,0.9767441860465116,0.9772727272727273,0.7045454545454546,6.16476897797688,28.021677172622184,0.0356866576486372,200,113,44,25,62,200,200,1.0,17073,12200,4873,0.7145785743571721,0.2854214256428279,4673,4842,0.2836056931997891,4842,True,lru,60,2085
0.545,0.455,0.2391304347826087,1.0,0.9333333333333333,0.9782608695652174,0.7391304347826086,6.026203321121711,26.200884004877004,0.03816665116390199,200,109,46,22,68,200,200,1.0,17364,12400,4964,0.7141211702372725,0.2858788297627275,4764,4932,0.28403593642017966,4932,True,lru,61,2086
0.575,0.425,0.3488372093023256,1.0,1.0,0.9767441860465116,0.627906976744186,6.267550142226493,29.15139601035578,0.03430367450137752,200,115,43,30,54,200,200,1.0,17649,12600,5049,0.7139214686384497,0.28607853136155026,4849,5016,0.28420873703892574,5016,True,lru,62,2087
0.62,0.38,0.5394736842105263,0.9210526315789473,0.7894736842105263,1.0,0.4605263157894737,6.572283773615726,34.590967229556455,0.028909281239916998,200,124,38,41,35,200,200,1.0,17925,12800,5125,0.7140864714086471,0.2859135285913529,4925,5092,0.28407252440725245,5092,True,lru,63,2088
0.595,0.405,0.2926829268292683,1.0,1.0,0.975609756097561,0.6829268292682927,6.39688567370631,31.204320359542972,0.03204684442659805,200,119,41,24,56,200,200,1.0,18206,13000,5206,0.7140503130835988,0.2859496869164012,5006,5172,0.2840821707129518,5172,True,lru,64,2089
0.605,0.395,0.3125,1.0,1.0,0.975,0.6625,6.549600759136738,32.74800379568369,0.03053621241279457,200,121,40,25,53,200,200,1.0,18485,13200,5285,0.7140925074384636,0.28590749256153636,5085,5250,0.28401406545847985,5250,True,lru,65,2090
0.6,0.4,0.25,1.0,1.0,1.0,0.75,6.667922486692475,33.33961243346237,0.02999434987421503,200,120,40,20,60,200,200,1.0,18765,13400,5365,0.7140953903543832,0.2859046096456168,5165,5330,0.2840394351185718,5330,True,lru,66,2091
0.625,0.375,0.25,1.0,1.0,0.9736842105263158,0.7236842105263158,6.699754930862161,35.26186805716927,0.028359246265079394,200,125,38,19,55,200,200,1.0,19040,13600,5440,0.7142857142857143,0.2857142857142857,5240,5404,0.2838235294117647,5404,True,lru,67,2092
0.59,0.41,0.5,1.0,0.6585365853658537,1.0,0.5,6.454310670957787,31.484442297355056,0.03176171871032341,200,118,41,41,41,200,200,1.0,19322,13800,5522,0.7142117793189111,0.2857882206810889,5322,5486,0.2839250595176483,5486,True,lru,68,2093
0.66,0.34,0.25,1.0,1.0,1.0,0.75,7.018466813338385,41.2850989019905,0.024221814325162884,200,132,34,17,51,200,200,1.0,19590,14000,5590,0.7146503318019398,0.2853496681980602,5390,5554,0.28351199591628384,5554,True,lru,69,2094
0.63,0.37,0.32432432432432434,1.0,1.0,1.0,0.6756756756756757,6.758006868938062,36.529766859124656,0.02737493518248976,200,126,37,24,50,200,200,1.0,19864,14200,5664,0.7148610551751913,0.2851389448248087,5464,5628,0.2833266210229561,5628,True,lru,70,2095
0.66,0.34,0.39705882352941174,1.0,1.0,1.0,0.6029411764705882,7.006145616518329,41.21262127363723,0.024264411461730466,200,132,34,27,41,200,200,1.0,20132,14400,5732,0.7152791575601033,0.2847208424398967,5532,5696,0.2829326445459964,5696,True,lru,71,2096
0.615,0.385,0.5256410256410257,0.9230769230769231,0.7105263157894737,0.9743589743589743,0.46153846153846156,6.53254382019106,33.500224718928514,0.02985054603036658,200,123,39,41,36,200,200,1.0,20409,14600,5809,0.715370669802538,0.28462933019746195,5609,5772,0.28281640452741436,5772,True,lru,72,2097
0.625,0.375,0.23684210526315788,1.0,1.0,0.9736842105263158,0.7368421052631579,6.796731046104112,35.77226866370585,0.027954615051144042,200,125,38,18,56,200,200,1.0,20684,14800,5884,0.7155289112357378,0.2844710887642622,5684,5846,0.28263391993811643,5846,True,lru,73,2098
0.67,0.33,0.3181818181818182,1.0,0.9696969696969697,1.0,0.6818181818181818,7.042096464417423,42.67937251162074,0.023430522548749277,200,134,33,21,45,200,200,1.0,20950,15000,5950,0.7159904534606205,0.2840095465393795,5750,5912,0.28219570405727923,5912,True,lru,74,2099
0.565,0.435,0.3977272727272727,1.0,0.9302325581395349,0.9772727272727273,0.5795454545454546,6.2552457838728595,28.43293538124027,0.03517048052167659,200,113,44,35,51,200,200,1.0,21237,15200,6037,0.715731977209587,0.28426802279041297,5837,5998,0.2824316052173094,5998,True,lru,75,2100
0.595,0.405,0.4878048780487805,0.9512195121951219,0.825,0.975609756097561,0.5,6.368748063748215,31.067063725601045,0.03218842980567689,200,119,41,40,41,200,200,1.0,21518,15400,6118,0.715679895901106,0.28432010409889397,5918,6078,0.2824611952783716,6078,True,lru,76,2101
0.57,0.43,0.2558139534883721,1.0,1.0,1.0,0.7441860465116279,6.275713195091827,29.18936369810152,0.034259054439923955,200,114,43,22,64,200,200,1.0,21804,15600,6204,0.7154650522839846,0.2845349477160154,6004,6164,0.28270042194092826,6164,True,lru,77,2102
0.62,0.38,0.2236842105263158,1.0,1.0,1.0,0.7763157894736842,6.646006990043945,34.978984158126025,0.028588594668141277,200,124,38,17,59,200,200,1.0,22080,15800,6280,0.7155797101449275,0.2844202898550725,6080,6240,0.2826086956521739,6240,True,lru,78,2103
0.66,0.34,0.3235294117647059,1.0,1.0,1.0,0.6764705882352942,7.083844855345663,41.66967561968037,0.023998266968214776,200,132,34,22,46,200,200,1.0,22348,16000,6348,0.7159477358152855,0.2840522641847145,6148,6308,0.2822623948451763,6308,True,lru,79,2104
0.58,0.42,0.2261904761904762,1.0,1.0,1.0,0.7738095238095238,6.396210656061603,30.45814598124573,0.03283193929846351,200,116,42,19,65,200,200,1.0,22632,16200,6432,0.7158006362672322,0.2841993637327678,6232,6392,0.28243195475433014,6392,True,lru,80,2105
0.61,0.39,0.21794871794871795,1.0,1.0,1.0,0.782051282051282,6.593008222302546,33.810298575910494,0.029576787018156952,200,122,39,17,61,200,200,1.0,22910,16400,6510,0.7158446093408992,0.2841553906591008,6310,6470,0.28240942819729375,6470,True,lru,81,2106
0.665,0.335,0.27941176470588236,1.0,1.0,0.9705882352941176,0.6911764705882353,7.043503823218218,41.4323754306954,0.024135714875260193,200,133,34,19,47,200,200,1.0,23177,16600,6577,0.716227294300384,0.283772705699616,6377,6536,0.2820037105751391,6536,True,lru,82,2107
0.61,0.39,0.2564102564102564,1.0,1.0,1.0,0.7435897435897436,6.645865983938108,34.08136402019542,0.029341548636593155,200,122,39,20,58,200,200,1.0,23455,16800,6655,0.7162651886591345,0.28373481134086553,6455,6614,0.2819867832018759,6614,True,lru,83,2108
0.595,0.405,0.17073170731707318,1.0,1.0,0.975609756097561,0.8048780487804879,6.5231417629111546,31.820203721517828,0.031426574410137055,200,119,41,14,66,200,200,1.0,23736,17000,6736,0.716211661611055,0.283788338388945,6536,6694,0.28201887428378836,6694,True,lru,84,2109
0.61,0.39,0.28205128205128205,1.0,1.0,1.0,0.717948717948718,6.614925536206062,33.92269505746699,0.029478789887004638,200,122,39,22,56,200,200,1.0,24014,17200,6814,0.7162488548346798,0.2837511451653202,6614,6772,0.28200216540351464,6772,True,lru,85,2110
0.58,0.42,0.5238095238095238,0.9523809523809523,0.6428571428571429,1.0,0.47619047619047616,6.286584194102435,29.936115210011593,0.03340446791391182,200,116,42,44,40,200,200,1.0,24298,17400,6898,0.7161083216725657,0.28389167832743434,6698,6856,0.2821631409992592,6856,True,lru,86,2111
0.625,0.375,0.2631578947368421,1.0,1.0,0.9736842105263158,0.7105263157894737,6.672925365283385,35.12065981728097,0.028473269158455678,200,125,38,20,54,200,200,1.0,24573,17600,6973,0.7162332641517112,0.2837667358482888,6773,6930,0.2820168477597363,6930,True,lru,87,2112
0.59,0.41,0.18292682926829268,1.0,1.0,1.0,0.8170731707317073,6.355938662050112,31.004578839268838,0.03225330055873716,200,118,41,15,67,200,200,1.0,24855,17800,7055,0.716153691410179,0.28384630858982096,6855,7012,0.2821162743914705,7012,True,lru,88,2113
0.585,0.415,0.23809523809523808,1.0,0.9512195121951219,0.9761904761904762,0.7380952380952381,6.375529313232329,30.359663396344423,0.032938441607373324,200,117,42,20,62,200,200,1.0,25138,18000,7138,0.7160474182512531,0.28395258174874694,6938,7094,0.2822022436152439,7094,True,lru,89,2114
0.62,0.38,0.25,1.0,1.0,1.0,0.75,6.64060549737615,34.950555249348156,0.028611848735039778,200,124,38,19,57,200,200,1.0,25414,18200,7214,0.7161407098449674,0.28385929015503264,7014,7170,0.2821279609663965,7170,True,lru,90,2115
0.6,0.4,0.2625,1.0,0.925,1.0,0.7375,6.398256550932137,31.991282754660688,0.03125851525457552,200,120,40,21,59,200,200,1.0,25694,18400,7294,0.7161204950572118,0.28387950494278824,7094,7250,0.28216704288939054,7250,True,lru,91,2116
0.68,0.32,0.1875,1.0,0.9375,1.0,0.8125,7.166065967731745,44.787912298323405,0.022327452847973762,200,136,32,12,52,200,200,1.0,25958,18600,7358,0.716542106479698,0.28345789352030204,7158,7314,0.2817628476770167,7314,True,lru,92,2117
0.53,0.47,0.3191489361702128,1.0,1.0,1.0,0.6808510638297872,5.827873383167085,24.79946120496632,0.040323456696701974,200,106,47,30,64,200,200,1.0,26252,18800,7452,0.716135913454213,0.283864086545787,7252,7408,0.28218802376961755,7408,True,lru,93,2118
0.565,0.435,0.26136363636363635,1.0,1.0,0.9772727272727273,0.7159090909090909,6.384293586730521,29.01951630332055,0.034459568159155546,200,113,44,23,63,200,200,1.0,26539,19000,7539,0.7159275029202306,0.28407249707976945,7339,7494,0.2823768793096952,7494,True,lru,94,2119
0.59,0.41,0.2804878048780488,1.0,1.0,1.0,0.7195121951219512,6.435375639194091,31.392076288751664,0.031855172330806224,200,118,41,23,59,200,200,1.0,26821,19200,7621,0.7158569777413221,0.28414302225867794,7421,7576,0.2824652324670967,7576,True,lru,95,2120
0.635,0.365,0.5135135135135135,0.9459459459459459,0.6944444444444444,0.972972972972973,0.4594594594594595,6.699691885692472,36.21455073347282,0.02761321015300372,200,127,37,38,34,200,200,1.0,27094,19400,7694,0.7160256883442828,0.2839743116557172,7494,7648,0.28227651878644716,7648,True,lru,96,2121
0.61,0.39,0.44871794871794873,1.0,0.7435897435897436,1.0,0.5512820512820513,6.628683746808268,33.99324998363215,0.029417604979856387,200,122,39,35,43,200,200,1.0,27372,19600,7772,0.7160602075113255,0.2839397924886745,7572,7726,0.28225924302206634,7726,True,lru,97,2122
0.645,0.355,0.2222222222222222,1.0,0.9714285714285714,0.9722222222222222,0.75,6.88910515391766,38.272806410653665,0.026128212006988824,200,129,36,16,54,200,200,1.0,27643,19800,7843,0.716275368085953,0.28372463191404695,7643,7796,0.28202438230293386,7796,True,lru,98,2123
0.58,0.42,0.20238095238095238,1.0,1.0,1.0,0.7976190476190477,6.2850475941981925,29.92879806761044,0.03341263480547922,200,116,42,17,67,200,200,1.0,27927,20000,7927,0.7161528270132846,0.28384717298671536,7727,7880,0.28216421384323415,7880,True,lru,99,2124
0.385,0.615,0.25806451612903225,1.0,1.0,0.9838709677419355,0.7258064516129032,4.584435639542776,14.788502063041213,0.06762010078756772,200,77,62,32,90,200,123,0.615,323,200,123,0.6191950464396285,0.3808049535603715,0,122,0.37770897832817335,122,True,lfu,0,2025
0.53,0.47,0.4574468085106383,0.9787234042553191,1.0,0.574468085106383,0.30851063829787234,5.799994473795948,24.680827548067864,0.04051727998392359,200,106,47,43,29,200,200,1.0,617,391,226,0.6337115072933549,0.3662884927066451,26,198,0.3209076175040519,207,True,lfu,1,2026
0.675,0.325,0.6212121212121212,0.45454545454545453,1.0,0.015151515151515152,0.0,6.902273406236551,41.83196003779728,0.023905167223731563,200,135,33,41,0,200,200,1.0,882,559,323,0.6337868480725624,0.36621315192743764,123,200,0.22675736961451248,240,True,lfu,2,2027
0.665,0.335,0.5882352941176471,0.5882352941176471,1.0,0.0,0.0,6.777345703835185,39.86673943432462,0.025083566255709795,200,133,34,40,0,200,200,1.0,1149,725,424,0.6309834638816362,0.3690165361183638,224,200,0.17406440382941687,273,True,lfu,3,2028
0.605,0.395,0.5375,0.5,1.0,0.0,0.0,6.222462063686143,31.112310318430712,0.032141618213662744,200,121,40,43,0,200,200,1.0,1428,885,543,0.6197478991596639,0.3802521008403361,343,200,0.1400560224089636,312,True,lfu,4,2029
0.575,0.425,0.8837209302325582,0.20930232558139536,1.0,0.0,0.0,5.840539649741352,27.1653006964714,0.0368116668824466,200,115,43,76,0,200,200,1.0,1713,1042,671,0.6082895504962055,0.3917104495037945,471,200,0.11675423234092236,354,True,lfu,5,2030
0.615,0.385,0.6923076923076923,0.5897435897435898,1.0,0.0,0.0,6.278955705661516,32.199772849546235,0.031056119702226166,200,123,39,54,0,200,200,1.0,1990,1203,787,0.6045226130653266,0.3954773869346734,587,200,0.10050251256281408,392,True,lfu,6,2031
