hit_rate,miss_rate,outage_probability,noma_success_rate,sic_success_rate,cic_benefit_rate,avg_throughput,spectral_efficiency,energy_per_bit,total_requests,cache_hits,noma_transmissions,outages,cic_events,phase,policy,run,capacity,current_size,utilization,total_hits,total_misses,evictions,cic_opportunities,cic_rate,noma_paired_hits,noma_awareness_enabled,training_step,epsilon,eval_mode,avg_episode_reward,avg_loss,replay_buffer_size,use_neural_network,cic_count,sic_count,warm_up_steps,beta
0.655,0.345,0.12857142857142856,1.0,1.0,0.8428571428571429,7.19478166748133,41.11303809989331,0.048646368462008406,200,131,35,9,68,eval,lru,40,,,,,,,,,,,,,,,,,,,,,
0.605,0.395,0.05,1.0,1.0,0.925,6.640300948504534,33.20150474252267,0.06023823364362487,200,121,40,4,78,eval,lru,41,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.0945945945945946,1.0,1.0,0.9054054054054054,7.059332694584134,38.15855510586018,0.05241288603437846,200,126,37,7,74,eval,lru,42,,,,,,,,,,,,,,,,,,,,,
0.605,0.395,0.1375,1.0,1.0,0.8375,6.725316390215333,33.626581951076666,0.05947675570802293,200,121,40,11,78,eval,lru,43,,,,,,,,,,,,,,,,,,,,,
0.565,0.435,0.03409090909090909,1.0,1.0,0.9431818181818182,6.1932603278133795,28.151183308242636,0.07104497093784339,200,113,44,3,86,eval,lru,44,,,,,,,,,,,,,,,,,,,,,
0.595,0.405,0.012195121951219513,1.0,1.0,0.9634146341463414,6.742104373940712,32.88831401922298,0.06081187375038484,200,119,41,1,80,eval,lru,45,,,,,,,,,,,,,,,,,,,,,
0.69,0.31,0.03225806451612903,1.0,1.0,0.967741935483871,7.489647685279881,48.320307646966974,0.0413904649492756,200,138,31,2,62,eval,lru,46,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.08108108108108109,1.0,1.0,0.918918918918919,6.986250138763605,37.763514263587055,0.052961172682185254,200,126,37,6,74,eval,lru,47,,,,,,,,,,,,,,,,,,,,,
0.575,0.425,0.03488372093023256,1.0,1.0,0.9418604651162791,6.610807240627877,30.74794065408315,0.0650450065095469,200,115,43,3,84,eval,lru,48,,,,,,,,,,,,,,,,,,,,,
0.65,0.35,0.05714285714285714,1.0,1.0,0.9428571428571428,7.002911617260065,40.01663781291466,0.04997921138078561,200,130,35,4,70,eval,lru,49,,,,,,,,,,,,,,,,,,,,,
0.65,0.35,0.17142857142857143,1.0,1.0,0.8285714285714286,6.989411982728172,39.93949704416099,0.05007574326207979,200,130,35,12,70,eval,lru,50,,,,,,,,,,,,,,,,,,,,,
0.655,0.345,0.1,1.0,1.0,0.8714285714285714,7.15624737294038,40.89284213108789,0.04890831489747551,200,131,35,7,68,eval,lru,51,,,,,,,,,,,,,,,,,,,,,
0.615,0.385,0.07692307692307693,1.0,1.0,0.8974358974358975,6.692370783709733,34.319850172870424,0.05827531268131771,200,123,39,6,76,eval,lru,52,,,,,,,,,,,,,,,,,,,,,
0.625,0.375,0.07894736842105263,0.9736842105263158,1.0,0.9078947368421053,6.849006931435347,36.0474049022913,0.05548249604711137,200,125,38,6,74,eval,lru,53,,,,,,,,,,,,,,,,,,,,,
0.67,0.33,0.12121212121212122,1.0,1.0,0.8787878787878788,7.099330666232385,43.026246462014456,0.0464832553256927,200,134,33,8,66,eval,lru,54,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.0625,1.0,1.0,0.9375,6.541187820680367,32.70593910340183,0.0611509730289926,200,120,40,5,80,eval,lru,55,,,,,,,,,,,,,,,,,,,,,
0.55,0.45,0.08888888888888889,1.0,1.0,0.9111111111111111,6.175628999506282,27.4472399978057,0.07286707152194145,200,110,45,8,90,eval,lru,56,,,,,,,,,,,,,,,,,,,,,
0.555,0.445,0.1,1.0,1.0,0.8777777777777778,6.212256639247527,27.610029507766786,0.07243744522031002,200,111,45,9,88,eval,lru,57,,,,,,,,,,,,,,,,,,,,,
0.57,0.43,0.06976744186046512,1.0,1.0,0.9302325581395349,6.411390715243143,29.820421931363455,0.06706813218818046,200,114,43,6,86,eval,lru,58,,,,,,,,,,,,,,,,,,,,,
0.58,0.42,0.11904761904761904,1.0,1.0,0.8809523809523809,6.365371103315474,30.311290968168926,0.06598201317457177,200,116,42,10,84,eval,lru,59,,,,,,,,,,,,,,,,,,,,,
0.62,0.38,0.06578947368421052,1.0,1.0,0.9342105263157895,6.650146374375626,35.00077039145066,0.05714159938858154,200,124,38,5,76,eval,lru,60,,,,,,,,,,,,,,,,,,,,,
0.555,0.445,0.1111111111111111,1.0,1.0,0.8666666666666667,6.34381424027425,28.194729956774445,0.07093524226216087,200,111,45,10,88,eval,lru,61,,,,,,,,,,,,,,,,,,,,,
0.615,0.385,0.05128205128205128,1.0,1.0,0.9230769230769231,6.84668868912388,35.111224046789125,0.05696184209741036,200,123,39,4,76,eval,lru,62,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.08974358974358974,1.0,1.0,0.9102564102564102,6.900479000272784,35.38707179627069,0.056517815645056355,200,122,39,7,78,eval,lru,63,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.05,1.0,1.0,0.95,6.809790635262211,34.04895317631106,0.05873895710225429,200,120,40,4,80,eval,lru,64,,,,,,,,,,,,,,,,,,,,,
0.545,0.455,0.043478260869565216,1.0,1.0,0.9347826086956522,6.11656229135794,26.59374909286061,0.07520564298837137,200,109,46,4,90,eval,lru,65,,,,,,,,,,,,,,,,,,,,,
0.59,0.41,0.06097560975609756,1.0,1.0,0.9390243902439024,6.475263632069393,31.586651863753136,0.06331788530885968,200,118,41,5,82,eval,lru,66,,,,,,,,,,,,,,,,,,,,,
0.59,0.41,0.024390243902439025,1.0,1.0,0.975609756097561,6.518467084764394,31.797400413484848,0.06289822356521406,200,118,41,2,82,eval,lru,67,,,,,,,,,,,,,,,,,,,,,
0.565,0.435,0.06818181818181818,1.0,1.0,0.9090909090909091,6.220876651992712,28.276712054512327,0.07072958115301263,200,113,44,6,86,eval,lru,68,,,,,,,,,,,,,,,,,,,,,
0.675,0.325,0.030303030303030304,1.0,1.0,0.9393939393939394,7.42608469566861,45.00657391314309,0.04443795263909097,200,135,33,2,64,eval,lru,69,,,,,,,,,,,,,,,,,,,,,
0.58,0.42,0.07142857142857142,1.0,1.0,0.9285714285714286,6.590631839022195,31.38396113820093,0.06372681865086738,200,116,42,6,84,eval,lru,70,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.01282051282051282,1.0,1.0,0.9871794871794872,6.717420052888041,34.448307963528414,0.058058003955302175,200,122,39,1,78,eval,lru,71,,,,,,,,,,,,,,,,,,,,,
0.515,0.485,0.09183673469387756,1.0,1.0,0.8877551020408163,5.852955702516811,23.889615112313514,0.08371838518943457,200,103,49,9,96,eval,lru,72,,,,,,,,,,,,,,,,,,,,,
0.595,0.405,0.04878048780487805,1.0,1.0,0.926829268292683,6.659700080274813,32.48634185499909,0.061564333987707345,200,119,41,4,80,eval,lru,73,,,,,,,,,,,,,,,,,,,,,
0.635,0.365,0.05405405405405406,1.0,1.0,0.918918918918919,6.812624744365263,36.82499861819061,0.054310932112623375,200,127,37,4,72,eval,lru,74,,,,,,,,,,,,,,,,,,,,,
0.57,0.43,0.10465116279069768,1.0,1.0,0.8953488372093024,6.343647710440803,29.505338188096758,0.06778434421764579,200,114,43,9,86,eval,lru,75,,,,,,,,,,,,,,,,,,,,,
0.615,0.385,0.038461538461538464,1.0,1.0,0.9358974358974359,6.756343197099951,34.6479138312818,0.05772353307443012,200,123,39,3,76,eval,lru,76,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.0641025641025641,1.0,1.0,0.9358974358974359,6.712901673121094,34.42513678523638,0.058097082154738834,200,122,39,5,78,eval,lru,77,,,,,,,,,,,,,,,,,,,,,
0.635,0.365,0.04054054054054054,1.0,1.0,0.9324324324324325,6.997497276786763,37.824309604252775,0.05287604773029698,200,127,37,3,72,eval,lru,78,,,,,,,,,,,,,,,,,,,,,
0.545,0.455,0.05434782608695652,1.0,1.0,0.9239130434782609,6.130472126501844,26.65422663696454,0.07503500391290159,200,109,46,5,90,eval,lru,79,,,,,,,,,,,,,,,,,,,,,
0.58,0.42,0.023809523809523808,1.0,1.0,0.9761904761904762,6.5185312762486864,31.040625124993745,0.06443169207921688,200,116,42,2,84,eval,lru,80,,,,,,,,,,,,,,,,,,,,,
0.66,0.34,0.058823529411764705,1.0,1.0,0.9411764705882353,7.017804555522386,41.28120326777874,0.048448200189965436,200,132,34,4,68,eval,lru,81,,,,,,,,,,,,,,,,,,,,,
0.62,0.38,0.06578947368421052,1.0,1.0,0.9342105263157895,6.844798134792074,36.02525334101092,0.055516611668715535,200,124,38,5,76,eval,lru,82,,,,,,,,,,,,,,,,,,,,,
0.595,0.405,0.06097560975609756,1.0,1.0,0.9146341463414634,6.563972368577263,32.019377407693966,0.062462176404448705,200,119,41,5,80,eval,lru,83,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.025,1.0,1.0,0.975,6.50108685755632,32.5054342877816,0.06152817348303437,200,120,40,2,80,eval,lru,84,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.075,1.0,1.0,0.925,6.622140496676792,33.11070248338396,0.06040343000888205,200,120,40,6,80,eval,lru,85,,,,,,,,,,,,,,,,,,,,,
0.58,0.42,0.08333333333333333,1.0,1.0,0.9166666666666666,6.632234342088188,31.58206829565804,0.06332707475890563,200,116,42,7,84,eval,lru,86,,,,,,,,,,,,,,,,,,,,,
0.575,0.425,0.06976744186046512,1.0,1.0,0.9069767441860465,6.431500964427954,29.91395797408351,0.06685842113346338,200,115,43,6,84,eval,lru,87,,,,,,,,,,,,,,,,,,,,,
0.585,0.415,0.047619047619047616,1.0,1.0,0.9285714285714286,6.615122047720718,31.50058117962247,0.06349089207578772,200,117,42,4,82,eval,lru,88,,,,,,,,,,,,,,,,,,,,,
0.615,0.385,0.07692307692307693,0.9743589743589743,1.0,0.9102564102564102,6.868574567659661,35.223459321331596,0.05678034010670793,200,123,39,6,76,eval,lru,89,,,,,,,,,,,,,,,,,,,,,
0.605,0.395,0.05,1.0,1.0,0.925,6.562821124111752,32.814105620558756,0.06094939850339715,200,121,40,4,78,eval,lru,90,,,,,,,,,,,,,,,,,,,,,
0.645,0.355,0.09722222222222222,1.0,1.0,0.875,7.065847214886586,39.25470674936992,0.05094930431577105,200,129,36,7,70,eval,lru,91,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.041666666666666664,1.0,1.0,0.9583333333333334,7.011117980181277,38.95065544545154,0.051347017839042546,200,128,36,3,72,eval,lru,92,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.0375,1.0,1.0,0.9625,6.464731450026575,32.323657250132875,0.0618741865910541,200,120,40,3,80,eval,lru,93,,,,,,,,,,,,,,,,,,,,,
0.555,0.445,0.07777777777777778,1.0,1.0,0.9,6.365383344173086,28.290592640769272,0.07069487816659667,200,111,45,7,88,eval,lru,94,,,,,,,,,,,,,,,,,,,,,
0.585,0.415,0.08333333333333333,1.0,1.0,0.8928571428571429,6.61473202370302,31.498723922395335,0.06349463568516235,200,117,42,7,82,eval,lru,95,,,,,,,,,,,,,,,,,,,,,
0.58,0.42,0.07142857142857142,1.0,1.0,0.9285714285714286,6.494170985758668,30.924623741707943,0.06467338185598055,200,116,42,6,84,eval,lru,96,,,,,,,,,,,,,,,,,,,,,
0.625,0.375,0.17105263157894737,1.0,1.0,0.8026315789473685,6.720611151677356,35.37163764040714,0.056542476781320426,200,125,38,13,74,eval,lru,97,,,,,,,,,,,,,,,,,,,,,
0.54,0.46,0.03260869565217391,1.0,1.0,0.967391304347826,6.125549385398481,26.632823414776002,0.07509530509973612,200,108,46,3,92,eval,lru,98,,,,,,,,,,,,,,,,,,,,,
0.57,0.43,0.09302325581395349,1.0,1.0,0.9069767441860465,6.276220354734389,29.19172258015995,0.06851257216863567,200,114,43,8,86,eval,lru,99,,,,,,,,,,,,,,,,,,,,,
0.39,0.61,0.08196721311475409,1.0,1.0,0.9180327868852459,4.978762951614351,16.323812956112626,0.1225203943084314,200,78,61,10,122,eval,lfu,0,,,,,,,,,,,,,,,,,,,,,
0.575,0.425,0.06976744186046512,1.0,1.0,0.872093023255814,6.560701925375433,30.514892676164806,0.06554176746497951,200,115,43,6,81,eval,lfu,1,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.1794871794871795,0.8205128205128205,1.0,0.4358974358974359,6.453773912345741,33.096276473567904,0.06042975866476355,200,122,39,14,41,eval,lfu,2,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.05128205128205128,0.9487179487179487,1.0,0.5,6.585231735386277,33.770419155827064,0.05922342837296118,200,122,39,4,41,eval,lfu,3,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.24324324324324326,0.7567567567567568,1.0,0.4189189189189189,6.567138282134766,35.49804476829603,0.05634113126665042,200,126,37,18,40,eval,lfu,4,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.125,0.875,1.0,0.475,6.397359609697729,31.986798048488644,0.0625257957038466,200,120,40,10,43,eval,lfu,5,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.13513513513513514,0.8648648648648649,1.0,0.44594594594594594,6.770783135616912,36.59882776009142,0.05464655898571885,200,126,37,10,38,eval,lfu,6,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.2222222222222222,0.7777777777777778,1.0,0.4027777777777778,6.654796019575282,36.97108899764046,0.05409632375523595,200,128,36,16,37,eval,lfu,7,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.08108108108108109,0.918918918918919,1.0,0.4594594594594595,6.773492928312985,36.6134752881783,0.054624697171146624,200,126,37,6,37,eval,lfu,8,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.125,0.8888888888888888,1.0,0.4444444444444444,6.755055410932291,37.528085616290504,0.05329341923937157,200,128,36,9,36,eval,lfu,9,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.1111111111111111,0.8888888888888888,1.0,0.4444444444444444,6.8510280234933445,38.06126679718525,0.05254685848101899,200,128,36,8,36,eval,lfu,10,,,,,,,,,,,,,,,,,,,,,
0.55,0.45,0.06666666666666667,0.9333333333333333,1.0,0.4777777777777778,6.046939978061413,26.875288791384058,0.07441780497782705,200,110,45,6,46,eval,lfu,11,,,,,,,,,,,,,,,,,,,,,
0.645,0.355,0.1111111111111111,0.8888888888888888,1.0,0.4305555555555556,6.784361552315459,37.69089751286366,0.05306320973963045,200,129,36,8,35,eval,lfu,12,,,,,,,,,,,,,,,,,,,,,
0.675,0.325,0.07575757575757576,0.9090909090909091,1.0,0.45454545454545453,7.099611072531826,43.02794589413228,0.04648141942264411,200,135,33,5,32,eval,lfu,13,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.10256410256410256,0.8974358974358975,1.0,0.44871794871794873,6.501628679438852,33.341685535583856,0.05998496980200666,200,122,39,8,39,eval,lfu,14,,,,,,,,,,,,,,,,,,,,,
0.625,0.375,0.07894736842105263,0.9210526315789473,1.0,0.4473684210526316,6.780687010890831,35.68782637310964,0.05604151900679994,200,125,38,6,37,eval,lfu,15,,,,,,,,,,,,,,,,,,,,,
0.695,0.305,0.22580645161290322,0.7741935483870968,1.0,0.3709677419354839,7.193183658942111,46.40763650930394,0.043096355480181245,200,139,31,14,30,eval,lfu,16,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.1891891891891892,0.8108108108108109,1.0,0.40540540540540543,6.691549406528639,36.170537332587244,0.05529362148010263,200,126,37,14,37,eval,lfu,17,,,,,,,,,,,,,,,,,,,,,
0.615,0.385,0.08974358974358974,0.8974358974358975,1.0,0.44871794871794873,6.609748229882185,33.89614476862659,0.05900376026984488,200,123,39,7,38,eval,lfu,18,,,,,,,,,,,,,,,,,,,,,
0.65,0.35,0.14285714285714285,0.8571428571428571,1.0,0.42857142857142855,6.785724737389232,38.77556992793847,0.05157886792423302,200,130,35,10,35,eval,lfu,19,,,,,,,,,,,,,,,,,,,,,
0.655,0.345,0.2857142857142857,0.7142857142857143,1.0,0.34285714285714286,6.914883944728685,39.51362254130677,0.05061545541437611,200,131,35,20,34,eval,lfu,20,,,,,,,,,,,,,,,,,,,,,
0.625,0.375,0.05263157894736842,0.9473684210526315,1.0,0.47368421052631576,6.7394540011304755,35.47081053226566,0.05638438958649452,200,125,38,4,38,eval,lfu,21,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.13513513513513514,0.8648648648648649,1.0,0.43243243243243246,6.772158351330208,36.60626135854166,0.05463546196129975,200,126,37,10,37,eval,lfu,22,,,,,,,,,,,,,,,,,,,,,
0.57,0.43,0.06976744186046512,0.9302325581395349,1.0,0.46511627906976744,6.199851725313192,28.836519652619497,0.06935649738918201,200,114,43,6,43,eval,lfu,23,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.125,0.875,1.0,0.4375,6.41959439586451,32.09797197932255,0.06230923253619874,200,120,40,10,40,eval,lfu,24,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.10810810810810811,0.8918918918918919,1.0,0.44594594594594594,6.72113872801447,36.33047961088903,0.05505019535719416,200,126,37,8,37,eval,lfu,25,,,,,,,,,,,,,,,,,,,,,
0.615,0.385,0.07692307692307693,0.9230769230769231,1.0,0.44871794871794873,6.575991741701942,33.72303457283047,0.059306643821767265,200,123,39,6,38,eval,lfu,26,,,,,,,,,,,,,,,,,,,,,
0.625,0.375,0.10526315789473684,0.8947368421052632,1.0,0.4342105263157895,6.689846764911135,35.20971981532176,0.05680249688126419,200,125,38,8,37,eval,lfu,27,,,,,,,,,,,,,,,,,,,,,
0.565,0.435,0.13636363636363635,0.8636363636363636,1.0,0.4318181818181818,6.184753260483156,28.112514820377978,0.07114269259718649,200,113,44,12,44,eval,lfu,28,,,,,,,,,,,,,,,,,,,,,
0.67,0.33,0.24242424242424243,0.7575757575757576,1.0,0.3787878787878788,6.956545228401691,42.160880172131456,0.04743733982389697,200,134,33,16,33,eval,lfu,29,,,,,,,,,,,,,,,,,,,,,
0.675,0.325,0.18181818181818182,0.8181818181818182,1.0,0.3939393939393939,7.108411245309288,43.081280274601745,0.04642387568920707,200,135,33,12,32,eval,lfu,30,,,,,,,,,,,,,,,,,,,,,
0.62,0.38,0.2236842105263158,0.7894736842105263,1.0,0.39473684210526316,6.569088242551378,34.574148645007256,0.057846688302730306,200,124,38,17,38,eval,lfu,31,,,,,,,,,,,,,,,,,,,,,
0.565,0.435,0.17045454545454544,0.8409090909090909,1.0,0.4090909090909091,6.094591040595162,27.70268654815983,0.07219516405107834,200,113,44,15,43,eval,lfu,32,,,,,,,,,,,,,,,,,,,,,
0.635,0.365,0.21621621621621623,0.7837837837837838,1.0,0.3783783783783784,6.765494697691285,36.57024160914208,0.05468927499511041,200,127,37,16,36,eval,lfu,33,,,,,,,,,,,,,,,,,,,,,
0.635,0.365,0.17567567567567569,0.8378378378378378,1.0,0.40540540540540543,6.654226512358305,35.96879195869354,0.055603757899258734,200,127,37,13,36,eval,lfu,34,,,,,,,,,,,,,,,,,,,,,
0.625,0.375,0.02631578947368421,0.9736842105263158,1.0,0.47368421052631576,6.791216525046608,35.74324486866636,0.05595462883542681,200,125,38,2,37,eval,lfu,35,,,,,,,,,,,,,,,,,,,,,
0.69,0.31,0.03225806451612903,0.967741935483871,1.0,0.4838709677419355,7.325436878433188,47.26088308666573,0.04231829516034336,200,138,31,2,31,eval,lfu,36,,,,,,,,,,,,,,,,,,,,,
0.665,0.335,0.14705882352941177,0.8529411764705882,1.0,0.4117647058823529,7.055165752150018,41.50097501264717,0.04819163885644885,200,133,34,10,33,eval,lfu,37,,,,,,,,,,,,,,,,,,,,,
0.565,0.435,0.045454545454545456,0.9545454545454546,1.0,0.4659090909090909,6.286992654934562,28.577239340611644,0.0699857665102648,200,113,44,4,43,eval,lfu,38,,,,,,,,,,,,,,,,,,,,,
0.66,0.34,0.23529411764705882,0.7647058823529411,1.0,0.38235294117647056,6.868068551611364,40.400403244772725,0.049504456375909396,200,132,34,16,34,eval,lfu,39,,,,,,,,,,,,,,,,,,,,,
0.675,0.325,0.2727272727272727,0.7272727272727273,1.0,0.3484848484848485,6.997378995620182,42.40835754921323,0.04716051541678026,200,135,33,18,32,eval,lfu,40,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.1,0.9,1.0,0.45,6.439670967147919,32.19835483573959,0.062114974824118534,200,120,40,8,40,eval,lfu,41,,,,,,,,,,,,,,,,,,,,,
0.66,0.34,0.14705882352941177,0.8529411764705882,1.0,0.4264705882352941,6.999428227419547,41.173107220114986,0.048575396297098186,200,132,34,10,34,eval,lfu,42,,,,,,,,,,,,,,,,,,,,,
0.605,0.395,0.2625,0.75,1.0,0.3625,6.416629007063351,32.083145035316754,0.06233802820136315,200,121,40,21,39,eval,lfu,43,,,,,,,,,,,,,,,,,,,,,
0.605,0.395,0.075,0.925,1.0,0.45,6.447220188533447,32.236100942667235,0.06204224275004763,200,121,40,6,39,eval,lfu,44,,,,,,,,,,,,,,,,,,,,,
0.675,0.325,0.0,1.0,1.0,0.48484848484848486,7.2733366296729525,44.08082805862396,0.04537119850244557,200,135,33,0,32,eval,lfu,45,,,,,,,,,,,,,,,,,,,,,
0.69,0.31,0.0967741935483871,0.9032258064516129,1.0,0.45161290322580644,7.326269163987311,47.266252670885876,0.04231348767853391,200,138,31,6,31,eval,lfu,46,,,,,,,,,,,,,,,,,,,,,
0.68,0.32,0.1875,0.8125,1.0,0.40625,7.140282029422036,44.626762683887726,0.04481615693629711,200,136,32,12,32,eval,lfu,47,,,,,,,,,,,,,,,,,,,,,
0.605,0.395,0.075,0.925,1.0,0.45,6.683616456052891,33.41808228026446,0.05984783876066789,200,121,40,6,39,eval,lfu,48,,,,,,,,,,,,,,,,,,,,,
0.685,0.315,0.125,0.875,1.0,0.421875,7.186338244641063,44.91461402900664,0.04452893658862047,200,137,32,8,31,eval,lfu,49,,,,,,,,,,,,,,,,,,,,,
0.66,0.34,0.2647058823529412,0.7352941176470589,1.0,0.36764705882352944,6.903418661638678,40.60834506846282,0.04925096052617117,200,132,34,18,34,eval,lfu,50,,,,,,,,,,,,,,,,,,,,,
0.665,0.335,0.14705882352941177,0.8529411764705882,1.0,0.4117647058823529,7.000253619790015,41.17796246935303,0.04856966882439881,200,133,34,10,33,eval,lfu,51,,,,,,,,,,,,,,,,,,,,,
0.66,0.34,0.20588235294117646,0.7941176470588235,1.0,0.39705882352941174,6.865058189708573,40.38269523357984,0.04952616432438911,200,132,34,14,34,eval,lfu,52,,,,,,,,,,,,,,,,,,,,,
0.675,0.325,0.13636363636363635,0.8484848484848485,1.0,0.42424242424242425,7.075721950390107,42.88316333569762,0.04663835044872079,200,135,33,9,32,eval,lfu,53,,,,,,,,,,,,,,,,,,,,,
0.705,0.295,0.23333333333333334,0.7666666666666667,1.0,0.38333333333333336,7.270962220845599,48.47308147230399,0.041260013583884446,200,141,30,14,30,eval,lfu,54,,,,,,,,,,,,,,,,,,,,,
0.625,0.375,0.15789473684210525,0.8421052631578947,1.0,0.40789473684210525,6.628565301487465,34.88718579730245,0.05732763919738818,200,125,38,12,37,eval,lfu,55,,,,,,,,,,,,,,,,,,,,,
0.6,0.4,0.175,0.825,1.0,0.4125,6.356330566138535,31.78165283069267,0.06292938918735305,200,120,40,14,40,eval,lfu,56,,,,,,,,,,,,,,,,,,,,,
0.655,0.345,0.17142857142857143,0.8285714285714286,1.0,0.4,6.882985314390218,39.33134465365839,0.050850028586906466,200,131,35,12,34,eval,lfu,57,,,,,,,,,,,,,,,,,,,,,
0.62,0.38,0.13157894736842105,0.868421052631579,1.0,0.4342105263157895,6.651618925686016,35.00852066150535,0.05712894924460944,200,124,38,10,38,eval,lfu,58,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.23076923076923078,0.7692307692307693,1.0,0.3974358974358974,6.4326627496987285,32.98801410101912,0.06062808127447153,200,122,39,18,40,eval,lfu,59,,,,,,,,,,,,,,,,,,,,,
0.625,0.375,0.13157894736842105,0.868421052631579,1.0,0.4342105263157895,6.5730860634335935,34.595189807545225,0.057811505331408795,200,125,38,10,38,eval,lfu,60,,,,,,,,,,,,,,,,,,,,,
0.62,0.38,0.15789473684210525,0.8421052631578947,1.0,0.42105263157894735,6.653926544154525,35.02066602186592,0.05710913660954524,200,124,38,12,38,eval,lfu,61,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.10256410256410256,0.8974358974358975,1.0,0.44871794871794873,6.642795784808418,34.065619409273936,0.05871021970777743,200,122,39,8,39,eval,lfu,62,,,,,,,,,,,,,,,,,,,,,
0.65,0.35,0.17142857142857143,0.8285714285714286,1.0,0.4142857142857143,6.9506600528822275,39.7180574450413,0.05035492994005161,200,130,35,12,35,eval,lfu,63,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.1388888888888889,0.8611111111111112,1.0,0.4305555555555556,6.853441142205565,38.074673012253136,0.052528356562809166,200,128,36,10,36,eval,lfu,64,,,,,,,,,,,,,,,,,,,,,
0.635,0.365,0.13513513513513514,0.8648648648648649,1.0,0.4189189189189189,6.702914439721842,36.23196994444239,0.055199869150553305,200,127,37,10,36,eval,lfu,65,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.1388888888888889,0.8611111111111112,1.0,0.4305555555555556,6.76435794990916,37.57976638838422,0.05322012860138996,200,128,36,10,36,eval,lfu,66,,,,,,,,,,,,,,,,,,,,,
0.61,0.39,0.05128205128205128,0.9487179487179487,1.0,0.47435897435897434,6.5553290393250245,33.617071996538584,0.05949358112467177,200,122,39,4,39,eval,lfu,67,,,,,,,,,,,,,,,,,,,,,
0.615,0.385,0.10256410256410256,0.8974358974358975,1.0,0.4358974358974359,6.547842146472235,33.57867767421659,0.059561606904363046,200,123,39,8,38,eval,lfu,68,,,,,,,,,,,,,,,,,,,,,
0.71,0.29,0.034482758620689655,0.9655172413793104,1.0,0.4827586206896552,7.488310765434821,51.64352252024014,0.03872702523760186,200,142,29,2,29,eval,lfu,69,,,,,,,,,,,,,,,,,,,,,
0.62,0.38,0.05263157894736842,0.9473684210526315,1.0,0.47368421052631576,6.68715510251704,35.195553171142315,0.05682536058674163,200,124,38,4,38,eval,lfu,70,,,,,,,,,,,,,,,,,,,,,
0.615,0.385,0.02564102564102564,0.9743589743589743,1.0,0.47435897435897434,6.668835945786961,34.19915869634339,0.05848097076767687,200,123,39,2,38,eval,lfu,71,,,,,,,,,,,,,,,,,,,,,
0.53,0.47,0.1702127659574468,0.8297872340425532,1.0,0.4148936170212766,5.805128288336203,24.702673567388096,0.08096289636601742,200,106,47,16,47,eval,lfu,72,,,,,,,,,,,,,,,,,,,,,
0.65,0.35,0.11428571428571428,0.8857142857142857,1.0,0.44285714285714284,6.876922111104385,39.29669777773935,0.050894861733978905,200,130,35,8,35,eval,lfu,73,,,,,,,,,,,,,,,,,,,,,
0.695,0.305,0.11290322580645161,0.9032258064516129,1.0,0.43548387096774194,7.29884289484028,47.08930899896954,0.04247248563455807,200,139,31,7,30,eval,lfu,74,,,,,,,,,,,,,,,,,,,,,
0.635,0.365,0.21621621621621623,0.7837837837837838,1.0,0.3783783783783784,6.6928588752416065,36.17761554184652,0.05528280319322336,200,127,37,16,36,eval,lfu,75,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.05555555555555555,0.9444444444444444,1.0,0.4722222222222222,6.807830227510805,37.82127904172669,0.052880284608922946,200,128,36,4,36,eval,lfu,76,,,,,,,,,,,,,,,,,,,,,
0.63,0.37,0.10810810810810811,0.8918918918918919,1.0,0.44594594594594594,6.684613614001652,36.13304656217109,0.0553509927970997,200,126,37,8,37,eval,lfu,77,,,,,,,,,,,,,,,,,,,,,
